Category,Topic,Indicator,Year,Sex,Result,95% CI (L),95% CI (U),Unit,SE,Region
Weight,Self-described weight,3. Overweight,2019,Female,36.2,32.6,39.9,Per cent,1.9,1
Weight,Self-described weight,3. Overweight,2019,Male,37.1,33.0,41.3,Per cent,2.1,1
Weight,Self-described weight,3. Overweight,2019,Person,36.6,33.9,39.4,Per cent,1.4,1
Weight,Self-described weight,3. Overweight,2020,Female,4.8,2.9,7.7,Per cent,1.2,1
Weight,Self-described weight,3. Overweight,2020,Female,42.1,37.0,47.4,Per cent,2.6,1
Weight,Self-described weight,3. Overweight,2020,Male,10.3,6.7,15.5,Per cent,2.2,1
Weight,Self-described weight,3. Overweight,2020,Male,33.5,28.4,38.9,Per cent,2.7,1
Weight,Self-described weight,3. Overweight,2020,Person,37.6,34.0,41.4,Per cent,1.9,1
Weight,Self-described weight,4. Very overweight,2018,Female,6.0,4.3,8.3,Per cent,1.0,1
Weight,Self-described weight,4. Very overweight,2018,Male,2.9,1.7,4.9,Per cent,0.8,1
Weight,Self-described weight,4. Very overweight,2018,Person,4.5,3.4,5.9,Per cent,0.6,1
Weight,Self-described weight,4. Very overweight,2019,Female,4.9,3.6,6.7,Per cent,0.8,1
Weight,Self-described weight,4. Very overweight,2019,Male,3.0,1.9,4.7,Per cent,0.7,1
Weight,Self-described weight,4. Very overweight,2019,Person,4.0,3.1,5.1,Per cent,0.5,1
Weight,Self-described weight,4. Very overweight,2020,Male,3.0,1.9,4.6,Per cent,0.7,1
Weight,Self-described weight,4. Very overweight,2020,Person,3.9,2.8,5.4,Per cent,0.6,1
Wellbeing,Feels safe after dark,1. Very safe/safe,2019,Females,52.4,48.3,56.5,Per cent,2.1,1
Wellbeing,Feels safe after dark,1. Very safe/safe,2019,Males,86.8,83.4,89.7,Per cent,1.6,1
Wellbeing,Feels safe after dark,1. Very safe/safe,2019,Persons,65.7,60.8,70.3,Per cent,2.4,1
Wellbeing,Feels safe after dark,1. Very safe/safe,2019,Persons,69.9,65.2,74.3,Per cent,2.3,1
Wellbeing,Feels safe after dark,1. Very safe/safe,2019,Persons,69.9,67.1,72.6,Per cent,1.4,1
Wellbeing,Feels safe after dark,1. Very safe/safe,2019,Persons,70.5,58.3,80.4,Per cent,5.7,1
Wellbeing,Feels safe after dark,1. Very safe/safe,2019,Persons,71.6,67.8,75.2,Per cent,1.9,1
Wellbeing,Feels safe after dark,2. Neither safe or unsafe,2019,Females,26.6,23.0,30.5,Per cent,1.9,1
Wellbeing,Feels safe after dark,2. Neither safe or unsafe,2019,Males,8.5,6.3,11.5,Per cent,1.3,1
Wellbeing,Feels safe after dark,2. Neither safe or unsafe,2019,Persons,13.1,10.2,16.8,Per cent,1.7,1
Wellbeing,Feels safe after dark,2. Neither safe or unsafe,2019,Persons,17.5,15.3,19.9,Per cent,1.2,1
Wellbeing,Feels safe after dark,2. Neither safe or unsafe,2019,Persons,17.8,14.9,21.3,Per cent,1.6,1
Wellbeing,Feels safe after dark,2. Neither safe or unsafe,2019,Persons,18.5,14.8,22.9,Per cent,2.0,1
Wellbeing,Feels safe after dark,3. Unsafe/very unsafe,2019,Females,21.0,18.0,24.3,Per cent,1.6,1
Wellbeing,Feels safe after dark,3. Unsafe/very unsafe,2019,Males,4.6,3.0,7.1,Per cent,1.0,1
Wellbeing,Feels safe after dark,3. Unsafe/very unsafe,2019,Persons,10.6,8.4,13.2,Per cent,1.2,1
Wellbeing,Feels safe after dark,3. Unsafe/very unsafe,2019,Persons,11.5,8.9,14.9,Per cent,1.5,1
Wellbeing,Feels safe after dark,3. Unsafe/very unsafe,2019,Persons,12.6,10.9,14.6,Per cent,1.0,1
Wellbeing,Feels safe after dark,3. Unsafe/very unsafe,2019,Persons,21.2,17.3,25.6,Per cent,2.1,1
Wellbeing,Gender equity,Gender equity score <70,2019,Females,14.2,11.5,17.3,Per cent,1.5,1
Wellbeing,Gender equity,Gender equity score <70,2019,Males,25.7,21.8,29.9,Per cent,2.1,1
Wellbeing,Gender equity,Gender equity score <70,2019,Persons,17.8,14.7,21.5,Per cent,1.7,1
Wellbeing,Gender equity,Gender equity score <70,2019,Persons,19.7,11.6,31.5,Per cent,5.0,1
Wellbeing,Gender equity,Gender equity score <70,2019,Persons,19.7,15.4,24.8,Per cent,2.4,1
Wellbeing,Gender equity,Gender equity score <70,2019,Persons,19.7,17.3,22.3,Per cent,1.3,1
Wellbeing,Gender equity,Gender equity score <70,2019,Persons,21.0,17.1,25.6,Per cent,2.2,1
Wellbeing,Life satisfaction,Average scale score,2019,Female,7.7,7.6,7.9,Number,0.1,1
Wellbeing,Life satisfaction,Average scale score,2019,Male,7.9,7.7,8.0,Number,0.1,1
Wellbeing,Life satisfaction,Average scale score,2019,Person,7.3,7.0,7.7,Number,0.2,1
Wellbeing,Life satisfaction,Average scale score,2019,Person,7.8,7.6,8.0,Number,0.1,1
Wellbeing,Life satisfaction,Average scale score,2019,Person,7.8,7.7,7.9,Number,0.1,1
Wellbeing,Life satisfaction,Average scale score,2019,Person,7.8,7.7,8.0,Number,0.1,1
Wellbeing,Life satisfaction,Average scale score,2019,Person,8.1,7.9,8.2,Number,0.2,1
Wellbeing,Life satisfaction,Average scale score,2020,Female,7.8,7.6,8.0,Number,0.1,1
Wellbeing,Life satisfaction,Average scale score,2020,Male,7.8,7.6,7.9,Number,0.1,1
Wellbeing,Life satisfaction,Average scale score,2020,Person,7.2,6.8,7.6,Number,0.2,1
Wellbeing,Life satisfaction,Average scale score,2020,Person,7.8,7.6,8.0,Number,0.1,1
Wellbeing,Life satisfaction,Average scale score,2020,Person,7.8,7.7,7.9,Number,0.1,1
Wellbeing,Life satisfaction,Average scale score,2020,Person,7.9,7.6,8.3,Number,0.2,1
Wellbeing,Life satisfaction,Average scale score,2020,Person,7.9,7.7,8.0,Number,0.1,1
Wellbeing,Meals together as a family,0 times in the last 7 days,2020,Female,10.0,7.0,14.2,Per cent,1.8,1
Wellbeing,Meals together as a family,0 times in the last 7 days,2020,Male,3.1,1.7,5.6,Per cent,0.9,1
Wellbeing,Meals together as a family,0 times in the last 7 days,2020,Male,7.1,4.7,10.5,Per cent,1.4,1
Wellbeing,Meals together as a family,0 times in the last 7 days,2020,Person,2.5,1.5,3.9,Per cent,0.6,1
Wellbeing,Meals together as a family,0 times in the last 7 days,2020,Person,9.3,6.3,10.9,Per cent,1.2,1
Wellbeing,Meals together as a family,1-3 times in the last 7 days,2020,Female,10.1,7.2,14.1,Per cent,1.7,1
Wellbeing,Meals together as a family,1-3 times in the last 7 days,2020,Male,12.8,8.9,18.0,Per cent,2.3,1
Wellbeing,Meals together as a family,1-3 times in the last 7 days,2020,Male,17.0,13.0,21.9,Per cent,2.3,1
Wellbeing,Meals together as a family,1-3 times in the last 7 days,2020,Person,11.3,8.9,14.4,Per cent,1.4,1
Wellbeing,Meals together as a family,1-3 times in the last 7 days,2020,Person,12.0,9.7,14.8,Per cent,1.3,1
Wellbeing,Meals together as a family,4-6 times in the last 7 days,2020,Female,21.8,17.5,26.9,Per cent,2.4,1
Wellbeing,Meals together as a family,4-6 times in the last 7 days,2020,Female,28.4,23.8,33.5,Per cent,2.5,1
Wellbeing,Meals together as a family,4-6 times in the last 7 days,2020,Male,22.8,18.3,28.2,Per cent,2.5,1
Wellbeing,Meals together as a family,4-6 times in the last 7 days,2020,Male,23.1,18.9,28.0,Per cent,2.3,1
Wellbeing,Meals together as a family,4-6 times in the last 7 days,2020,Person,19.6,16.8,22.9,Per cent,1.6,1
Wellbeing,Meals together as a family,4-6 times in the last 7 days,2020,Person,25.9,22.7,29.4,Per cent,1.7,1
Wellbeing,Meals together as a family,"7. Every day, in the last 7 days",2020,Female,58.0,52.3,63.5,Per cent,2.9,1
Wellbeing,Meals together as a family,"7. Every day, in the last 7 days",2020,Female,59.8,54.3,65.0,Per cent,2.7,1
Wellbeing,Meals together as a family,"7. Every day, in the last 7 days",2020,Male,53.1,47.2,59.0,Per cent,3.0,1
Wellbeing,Meals together as a family,"7. Every day, in the last 7 days",2020,Male,61.0,55.1,66.7,Per cent,3.0,1
Wellbeing,Meals together as a family,"7. Every day, in the last 7 days",2020,Person,49.2,45.3,53.0,Per cent,2.0,1
Wellbeing,Meals together as a family,"7. Every day, in the last 7 days",2020,Person,60.3,56.3,64.2,Per cent,2.0,1
Wellbeing,Personal wellbeing index,Average scale score,2019,Females,75.3,74.2,76.5,Number,0.6,1
Wellbeing,Personal wellbeing index,Average scale score,2019,Males,76.8,75.8,77.9,Number,0.5,1
Wellbeing,Personal wellbeing index,Average scale score,2019,Persons,74.9,73.5,76.3,Number,0.7,1
Wellbeing,Personal wellbeing index,Average scale score,2019,Persons,75.4,73.1,77.7,Number,1.2,1
Wellbeing,Personal wellbeing index,Average scale score,2019,Persons,76.0,74.7,77.3,Number,0.7,1
Wellbeing,Personal wellbeing index,Average scale score,2019,Persons,76.0,75.2,76.8,Number,0.4,1
Wellbeing,Personal wellbeing index,Average scale score,2019,Persons,79.4,78.1,80.6,Number,0.6,1
Wellbeing,Resilience,Average scale score,2019,Females,6.4,6.3,6.5,Number,0.1,1
Wellbeing,Resilience,Average scale score,2019,Males,6.6,6.5,6.7,Number,0.1,1
Wellbeing,Resilience,Average scale score,2019,Persons,6.4,6.2,6.5,Number,0.1,1
Wellbeing,Resilience,Average scale score,2019,Persons,6.5,6.4,6.6,Number,0.0,1
Wellbeing,Resilience,Average scale score,2019,Persons,6.5,6.4,6.7,Number,0.1,1
Wellbeing,Resilience,Average scale score,2019,Persons,6.6,6.3,6.9,Number,0.1,1
Wellbeing,Resilience,Average scale score,2019,Persons,6.7,6.5,6.8,Number,0.1,1
Wellbeing,School participation,1. Looks forward to school every day,2020,Female,37.8,32.6,43.3,Per cent,2.7,1
Wellbeing,School participation,1. Looks forward to school every day,2020,Male,33.3,28.2,38.9,Per cent,2.7,1
Wellbeing,School participation,1. Looks forward to school every day,2020,Person,35.6,31.9,39.5,Per cent,1.9,1
Wellbeing,School participation,2. Looks forward to school most days,2020,Female,47.9,42.4,53.4,Per cent,2.8,1
Wellbeing,School participation,2. Looks forward to school most days,2020,Male,46.7,40.8,52.7,Per cent,3.1,1
Wellbeing,School participation,2. Looks forward to school most days,2020,Person,47.3,43.3,51.4,Per cent,2.1,1
Wellbeing,School participation,3. Looks forward to school some days,2020,Female,11.6,8.6,15.4,Per cent,1.7,1
Wellbeing,School participation,3. Looks forward to school some days,2020,Male,15.8,10.1,23.7,Per cent,3.4,1
Wellbeing,School participation,3. Looks forward to school some days,2020,Person,13.7,10.3,17.9,Per cent,1.9,1
Wellbeing,School participation,4. Never looks forward to school,2020,Female,2.7,1.3,5.4,Per cent,1.0,1
Wellbeing,School participation,4. Never looks forward to school,2020,Male,4.2,2.5,7.0,Per cent,1.1,1
Wellbeing,School participation,4. Never looks forward to school,2020,Person,3.4,2.3,5.2,Per cent,0.7,1
Wellbeing,Sleep,Meets sleep recommendation,2018,Female,67.3,62.9,71.5,Per cent,2.2,1
Wellbeing,Sleep,Meets sleep recommendation,2018,Female,71.1,59.2,80.7,Per cent,5.5,1
Wellbeing,Sleep,Meets sleep recommendation,2018,Male,65.3,60.3,70.0,Per cent,2.5,1
Wellbeing,Sleep,Meets sleep recommendation,2018,Male,84.9,77.7,90.1,Per cent,3.1,1
Wellbeing,Sleep,Meets sleep recommendation,2018,Person,54.1,47.4,60.6,Per cent,3.4,1
Wellbeing,Sleep,Meets sleep recommendation,2018,Person,65.2,59.9,70.2,Per cent,2.6,1
Wellbeing,Sleep,Meets sleep recommendation,2018,Person,66.3,63.0,69.5,Per cent,1.7,1
Wellbeing,Sleep,Meets sleep recommendation,2018,Person,70.1,64.8,74.9,Per cent,2.6,1
Wellbeing,Sleep,Meets sleep recommendation,2018,Person,72.1,58.0,82.8,Per cent,6.4,1
Wellbeing,Sleep,Meets sleep recommendation,2018,Person,77.9,70.6,83.8,Per cent,3.3,1
Wellbeing,Sleep,Meets sleep recommendation,2019,Female,63.6,59.8,67.3,Per cent,1.9,1
Wellbeing,Sleep,Meets sleep recommendation,2019,Male,60.5,56.1,64.8,Per cent,2.2,1
Wellbeing,Sleep,Meets sleep recommendation,2019,Person,48.8,44.0,53.5,Per cent,2.4,1
Wellbeing,Sleep,Meets sleep recommendation,2019,Person,62.1,59.2,64.9,Per cent,1.5,1
Wellbeing,Sleep,Meets sleep recommendation,2019,Person,63.1,59.0,67.1,Per cent,2.0,1
Wellbeing,Sleep,Meets sleep recommendation,2019,Person,65.6,60.7,70.2,Per cent,2.4,1
Wellbeing,Sleep,Meets sleep recommendation,2019,Person,65.7,52.9,76.6,Per cent,6.1,1
Wellbeing,Sleep,Meets sleep recommendation,2020,Female,66.7,61.5,71.5,Per cent,2.5,1
Wellbeing,Sleep,Meets sleep recommendation,2020,Female,78.4,73.5,82.7,Per cent,2.3,1
Wellbeing,Sleep,Meets sleep recommendation,2020,Male,65.0,59.4,70.3,Per cent,2.8,1
Wellbeing,Sleep,Meets sleep recommendation,2020,Male,80.2,75.6,84.2,Per cent,2.2,1
Wellbeing,Sleep,Meets sleep recommendation,2020,Person,54.9,44.3,65.0,Per cent,5.4,1
Wellbeing,Sleep,Meets sleep recommendation,2020,Person,60.3,43.5,74.9,Per cent,8.3,1
Wellbeing,Sleep,Meets sleep recommendation,2020,Person,65.4,61.6,69.1,Per cent,1.9,1
Wellbeing,Sleep,Meets sleep recommendation,2020,Person,66.4,60.8,71.6,Per cent,2.8,1
Wellbeing,Sleep,Meets sleep recommendation,2020,Person,69.7,64.1,74.7,Per cent,2.7,1
Wellbeing,Sleep,Meets sleep recommendation,2020,Person,79.4,76.1,82.4,Per cent,1.6,1
Wellbeing,Social connection,Has friends to play with/hang around,2020,Female,98.1,96.1,99.0,Per cent,0.7,1
Wellbeing,Social connection,Has friends to play with/hang around,2020,Male,95.4,93.0,97.1,Per cent,1.0,1
Wellbeing,Social connection,Has friends to play with/hang around,2020,Person,96.8,95.4,97.8,Per cent,0.6,1
Wellbeing,Social support,Has adult other than parent/carer,2020,Female,96.1,93.5,97.7,Per cent,1.0,1
Wellbeing,Social support,Has adult other than parent/carer,2020,Male,93.6,90.6,95.7,Per cent,1.3,1
Wellbeing,Social support,Has adult other than parent/carer,2020,Person,94.8,92.9,96.2,Per cent,0.8,1
Wellbeing,Support in a time of crisis,1. Could ask for advice,2019,Females,94.5,92.5,95.9,Per cent,0.9,1
Wellbeing,Support in a time of crisis,1. Could ask for advice,2019,Males,92.8,90.0,94.9,Per cent,1.2,1
Wellbeing,Support in a time of crisis,1. Could ask for advice,2019,Persons,89.6,85.7,92.5,Per cent,1.7,1
Wellbeing,Support in a time of crisis,1. Could ask for advice,2019,Persons,92.3,89.6,94.4,Per cent,1.2,1
Wellbeing,Support in a time of crisis,1. Could ask for advice,2019,Persons,93.7,92.1,95.0,Per cent,0.7,1
Wellbeing,Support in a time of crisis,1. Could ask for advice,2019,Persons,94.2,83.2,98.2,Per cent,3.3,1
Wellbeing,Support in a time of crisis,1. Could ask for advice,2019,Persons,96.0,93.5,97.6,Per cent,1.0,1
Wellbeing,Support in a time of crisis,2. Could ask for emotional support,2019,Females,91.1,88.6,93.1,Per cent,1.1,1
Wellbeing,Support in a time of crisis,2. Could ask for emotional support,2019,Males,91.7,89.1,93.7,Per cent,1.2,1
Wellbeing,Support in a time of crisis,2. Could ask for emotional support,2019,Persons,85.4,81.0,88.9,Per cent,2.0,1
Wellbeing,Support in a time of crisis,2. Could ask for emotional support,2019,Persons,91.1,88.3,93.3,Per cent,1.3,1
Wellbeing,Support in a time of crisis,2. Could ask for emotional support,2019,Persons,91.4,89.7,92.9,Per cent,0.8,1
Wellbeing,Support in a time of crisis,2. Could ask for emotional support,2019,Persons,92.8,89.8,95.0,Per cent,1.3,1
Wellbeing,Support in a time of crisis,2. Could ask for emotional support,2019,Persons,95.8,87.5,98.7,Per cent,2.4,1
Wellbeing,Support in a time of crisis,3. Could ask for help when ill/injured,2019,Females,92.8,90.5,94.6,Per cent,1.1,1
Wellbeing,Support in a time of crisis,3. Could ask for help when ill/injured,2019,Males,94.4,91.7,96.2,Per cent,1.1,1
Wellbeing,Support in a time of crisis,3. Could ask for help when ill/injured,2019,Persons,91.5,87.6,94.3,Per cent,1.7,1
Wellbeing,Support in a time of crisis,3. Could ask for help when ill/injured,2019,Persons,93.2,82.7,97.6,Per cent,3.4,1
Wellbeing,Support in a time of crisis,3. Could ask for help when ill/injured,2019,Persons,93.5,91.8,94.9,Per cent,0.8,1
Wellbeing,Support in a time of crisis,3. Could ask for help when ill/injured,2019,Persons,93.6,91.0,95.5,Per cent,1.1,1
Wellbeing,Support in a time of crisis,3. Could ask for help when ill/injured,2019,Persons,94.3,91.5,96.2,Per cent,1.2,1
Wellbeing,Support in a time of crisis,4. Could ask for help with family or work,2019,Females,88.4,85.6,90.7,Per cent,1.3,1
Wellbeing,Support in a time of crisis,4. Could ask for help with family or work,2019,Males,89.1,85.9,91.6,Per cent,1.4,1
Wellbeing,Support in a time of crisis,4. Could ask for help with family or work,2019,Persons,87.0,83.9,89.6,Per cent,1.5,1
Wellbeing,Support in a time of crisis,4. Could ask for help with family or work,2019,Persons,88.4,84.8,91.2,Per cent,1.6,1
Wellbeing,Support in a time of crisis,4. Could ask for help with family or work,2019,Persons,88.8,86.7,90.5,Per cent,1.0,1
Wellbeing,Support in a time of crisis,4. Could ask for help with family or work,2019,Persons,89.4,85.8,92.2,Per cent,1.6,1
Wellbeing,Support in a time of crisis,4. Could ask for help with family or work,2019,Persons,91.1,80.1,96.3,Per cent,3.9,1
Wellbeing,Support in a time of crisis,"5. Could ask for money, accommodation/food",2019,Females,88.6,86.0,90.8,Per cent,1.2,1
Wellbeing,Support in a time of crisis,"5. Could ask for money, accommodation/food",2019,Males,83.9,80.3,86.9,Per cent,1.7,1
Wellbeing,Support in a time of crisis,"5. Could ask for money, accommodation/food",2019,Persons,77.1,72.3,81.3,Per cent,2.3,1
Wellbeing,Support in a time of crisis,"5. Could ask for money, accommodation/food",2019,Persons,86.2,83.0,88.8,Per cent,1.5,1
Wellbeing,Support in a time of crisis,"5. Could ask for money, accommodation/food",2019,Persons,86.3,84.2,88.2,Per cent,1.0,1
Wellbeing,Support in a time of crisis,"5. Could ask for money, accommodation/food",2019,Persons,88.5,84.8,91.4,Per cent,1.7,1
Wellbeing,Support in a time of crisis,"5. Could ask for money, accommodation/food",2019,Persons,91.0,80.5,96.1,Per cent,3.7,1
